Year,Month,Day,File_Name,Subject,Non-RCV Result
1924,January,15,Ireland-seanad-minutes-1924January15-p1.html,15/Jan/1924 Table of Contents,"FISHERIES BILL, 1923. - SEANAD AMENDMENT."
1924,January,15,Ireland-seanad-minutes-1924January15-p3.html,15/Jan/1924 COURTS OF CONCILIATION AND ARBITRATION. - RESUMED DEBATE.,Question again proposed:_
1924,January,15,Ireland-seanad-minutes-1924January15-p3.html,15/Jan/1924 COURTS OF CONCILIATION AND ARBITRATION. - RESUMED DEBATE.,"Question__That the motion, as amended, be adopted__put and agreed to."
1924,January,15,Ireland-seanad-minutes-1924January15-p4.html,"15/Jan/1924 FISHERIES BILL, 1923. - SEANAD AMENDMENT.",Motion put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p5.html,"15/Jan/1924 FISHERIES BILL, 1923. - SEANAD STAFF.",Mr. DOUGLAS:___I take it that the names of the Committee would require to be put on the motion.
1924,January,15,Ireland-seanad-minutes-1924January15-p5.html,"15/Jan/1924 FISHERIES BILL, 1923. - SEANAD STAFF.",Motion put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",AN CATHAOIRLEACH:_The first amendment stands in the name of Senator Sir John Keane.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.","Mr. KENNY:___I mean the clause is vague, and that is why I asked the question."
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",AN CATHAOIRLEACH:_It would be a very good question to put at the first competitive examination.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.","Mr. YEATS:___It is not a question of citizenship, but of birth."
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment put.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment declared lost.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",I formally move this amendment.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Mr. MacLYSAGHT:___I hope the Senator will not persist in this foolish amendment.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment put and declared lost on a show of hands.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Mr. JACKSON:___This amendment restores these words.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment put and negatived.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Sir THOS. GRATTAN ESMONDE:___The amendment which I propose is:
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Mr. BLYTHE:___I undertook on the last Stage that I would agree to some such amendment as this.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Amendment agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Agreed.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Question: _That the Bill be received for final consideration__put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p6.html,"15/Jan/1924 FISHERIES BILL, 1923. - CIVIL SERVICE REGULATION (No. 2) BILL, 1923_FOURTH STAGE.",Question: _That the Bill do now pass__put and agreed to.
1924,January,15,Ireland-seanad-minutes-1924January15-p7.html,"15/Jan/1924 FISHERIES BILL, 1923. - SAORST&Aacute;T REPRESENTATION AT BRITISH EMPIRE EXHIBITION.",Motion put and declared carried.
1924,January,16,Ireland-seanad-minutes-1924January16-p3.html,16/Jan/1924 JOINT COMMITTEE ON STANDING ORDERS.,Mr. H.S. GUINNESS:___I beg to second the motion.
1924,January,16,Ireland-seanad-minutes-1924January16-p3.html,16/Jan/1924 JOINT COMMITTEE ON STANDING ORDERS.,Agreed to.
